Razón social,Macrosector,"Tipo de propiedad (Privada, Pública, Mixta)",¿Es empresa familiar? Si/No,¿Cotiza en bolsa? Si/No,¿Multinacional? Si/No,Año de fundación,País de base principal (nacionalidad),Ingresos operacionales,Variable,Valor,Bloque,Nombre Pilar,Ponderación Materialidad,Valoración,valoracionPonderada
Gases del Caribe,Servicios,Privada,No,Si,No,1966,Colombia,2.6355685659999999,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,57.89473684,17.027863780000001
GEB,Servicios,Mixta,No,Si,Si,1896,Colombia,3.7166394839999999,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,77.192982459999996,22.70381837
General Motors,Manufactura,Pública,No,Si,Si,1908,Estados Unidos,1.2123628230000001,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,49.275362319999999,7.7803203659999998
Geopark,Minero,Privada,No,Si,Si,2002,Chile,2.4203671080000002,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",12.0%,13.636363640000001,1.5734265730000001
Gran Tierra Energy,Minero,Privada,No,Si,Si,2003,Canadá,1.3219259999999999,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",12.0%,13.636363640000001,1.5734265730000001
Grupo Bios,Agropecuario,Privada,No,No,No,1985,Colombia,0.441609957,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",14.0%,0,0
Grupo Diana,Manufactura,Privada,Si,No,No,1964,Colombia,2.4859553989999998,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,0,0
Haceb,Manufactura,Privada,Si,No,No,1940,Colombia,1.340540112,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,13.043478260000001,2.0594965680000001
Hocol,Minero,Privada,No,No,No,1956,Colombia,2.660692144,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",12.0%,100,11.53846154
INCUBADORA SANTANDER S.A. (Huevos Kikes),Agropecuario,Privada,Si,No,No,1962,Colombia,0.89448844999999999,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",14.0%,0,0
ISA,Servicios,Mixta,No,Si,Si,1967,Colombia,4.1309855679999998,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,38.596491229999998,11.35190918
Isagen,Servicios,Mixta,No,No,No,1995,Colombia,6.1355991599999999,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,0,0
ISMOCOL SA,Construcción,Privada,No,No,Si,1989,Colombia,0.75167738299999998,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",14.0%,0,0
Italcol,Manufactura,Privada,Si,No,No,1970,Colombia,3.1891452720000002,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,0,0
LATAM,Servicios,Privada,No,Si,Si,1929,Chile,2.3283445380000001,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,19.298245609999999,5.6759545920000001
MARVAL S.A.S.,Construcción,Privada,Si,No,No,1976,Colombia,0.98534294499999997,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",14.0%,0,0
Mazda,Comercio,Privada,No,Si,Si,1920,Japón,1.8691417530000001,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,28,6.5882352940000004
Mercado Libre,Servicios,Privada,No,Si,Si,2009,Argentina,1.8581853669999999,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,0,0
Nestle,Manufactura,Mixta,No,Si,Si,1866,Suiza,2.0444698099999998,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,0,0
Oleoducto Central (Ocensa),Servicios,Mixta,No,No,No,1994,Colombia,5.9751610780000002,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,0,0
Olímpica,Comercio,Privada,Si,No,No,1953,Colombia,7.1291921260000004,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,0,0
Pepsico,Manufactura,Pública,No,Si,Si,1965,Estados Unidos,2.0973851419999998,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,0,0
Petromil,Comercio,Privada,Si,No,No,1989,Colombia,3.0305383369999999,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,0,0
POLLOS EL BUCANERO S.A. (Cargill),Manufactura,Privada,No,No,Si,1986,Colombia,2.2734296359999999,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,0,0
Postobón,Manufactura,Privada,No,No,No,1904,Colombia,2.8467005310000002,Porcentaje de inversión en la comunidad sobre VED,0.0078212100000000003,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,20.289855070000002,3.2036613269999998
Pricesmart,Comercio,Privada,No,Si,Si,1993,Estados Unidos,2.3607916150000001,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,54,12.70588235
Primax,Comercio,Privada,No,No,Si,2005,Perú,10.52111942,Porcentaje de inversión en la comunidad sobre VED,55.064885500000003,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,0,0.000000000000000
Productos Familia (Essity),Manufactura,Privada,No,No,Si,1958,Colombia,2.0172595470000001,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,56.52173913,8.9244851260000004
Promigas,Servicios,Privada,No,Si,No,1974,Colombia,2.2729038500000001,Porcentaje de inversión en la comunidad sobre VED,0.00258012,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,100,29.41176471
Rappi,Servicios,Privada,No,No,Si,2015,Colombia,0.70314701400000001,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,0,0
Reficar,Manufactura,Mixta,No,No,No,1956,Colombia,25.860914510000001,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,13.043478260000001,2.0594965680000001
Renault,Manufactura,Mixta,No,Si,Si,1898,Francia,2.4260392159999999,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,0,0
Riopaila Castilla,Manufactura,Privada,No,Si,No,1998,Colombia,1.697301486,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,15.942028990000001,2.5171624709999998
Samsung,Comercio,Privada,Si,Si,Si,1969,Corea del Sur,3.188315636,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,66,15.52941176
SierraCol Energy,Minero,Privada,No,No,Si,2020,Islas Caimán / EE.UU,1.943851598,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",12.0%,38.636363639999999,4.4580419579999999
Sodimac (Homecenter),Comercio,Privada,No,No,Si,1952,Chile,5.9910971069999999,Porcentaje de inversión en la comunidad sobre VED,0.00031217700000000002,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,0.00000000000000000000,0.00e+00
Sucafina,Comercio,Privada,Si,No,Si,1977,Suiza,2.002301595,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,25,5.8823529409999997
Sunshine Bouquet,Agropecuario,Privada,Si,No,Si,1971,Estados Unidos,2.1567474139999998,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",14.0%,0,0
Suramerica Comercial (Dollar City),Comercio,Privada,No,No,Si,2009,El Salvador,2.8694480090000001,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,0,0
Tecnoquimicas,Comercio,Privada,Si,No,No,1934,Colombia,3.134365769,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,0,0
Telefónica,Servicios,Mixta,No,Si,Si,1924,España,6.6721791020000003,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,52.631578949999998,15.47987616
Teleperformance,Servicios,Privada,No,Si,Si,1910,Francia,2.655177809,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,40.350877189999999,11.86790506
Terpel,Comercio,Privada,No,Si,Si,1968,Colombia,24.752011679999999,Porcentaje de inversión en la comunidad sobre VED,0.000309742,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,14.19999999999999928946,3.34e+00
Tigo,Servicios,Mixta,No,Si,Si,1979,Suecia,2.956157691,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,49.122807020000003,14.447884419999999
Toyota,Comercio,Privada,No,Si,Si,1937,Japón,4.02823039,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,40,9.4117647059999996
Trafigura (Petroleum),Comercio,Privada,No,No,Si,1993,Suiza,4.8704234599999996,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,0,0
Uniban,Comercio,Privada,No,No,No,1966,Colombia,2.0461661379999998,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,66,15.52941176
Unilever,Comercio,Privada,No,Si,Si,1929,Reino Unido y Países Bajos,1.928223518,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",24.0%,0,0
Vanti,Servicios,Privada,No,No,No,1987,Colombia,0,Porcentaje de inversión en la comunidad sobre VED,0.0050898209999999996,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",29.0%,7.72e+01,2.27e+01
Verano energy,Minero,Privada,No,No,Si,2016,Canadá,5.4833186859999996,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",12.0%,0,0
Yamaha,Manufactura,Privada,No,Si,Si,1955,Japón,1.8313776939999999,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,0,0
YARA COLOMBIA S.A.,Manufactura,Privada,No,No,Si,1993,Noruega,1.7653399919999999,Porcentaje de inversión en la comunidad sobre VED,No informa,Impacto económico y gobernanza,"Diversidad, Equidad e Inclusión (DEI)",16.0%,0,0
Aliar,Agropecuario,Privada,No,No,No,2007,Colombia,0.97802211500000003,Porcentaje de mujeres en junta directiva,0.16,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0.00000000
Alimentos Carnicos (Grupo Nutresa),Manufactura,Privada,No,Si,Si,1920,Colombia,2.844632077,Porcentaje de mujeres en junta directiva,0.40000000000000002,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0.0000000000000000
Alpina,Manufactura,Privada,No,No,Si,1945,Colombia,2.1764613960000001,Porcentaje de mujeres en junta directiva,0.29999999999999999,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0.0,0.0000000000000000
Amarilo,Construcción,Privada,Si,No,No,1993,Colombia,2.1863011939999999,Porcentaje de mujeres en junta directiva,0,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0
ARA,Comercio,Privada,No,No,Si,2012,Colombia,13.83118268,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
ARQUITECTURA Y CONCRETO,Construcción,Privada,Si,No,No,1990,Colombia,0.77142869199999997,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0
AUTOPISTA RIO MAGDALENA SAS,Construcción,Privada,No,No,No,2014,Colombia,1.314259836,Porcentaje de mujeres en junta directiva,0.37,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0.00000000
Avianca,Servicios,Privada,No,No,Si,1919,Colombia,15.10604245,Porcentaje de mujeres en junta directiva,0.083000000000000004,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0.00000000,0.0000000000000000
AVICOLA EL MADROÑO SA,Agropecuario,Privada,No,No,No,1987,Colombia,0.711210393,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0
AVSA,Agropecuario,Privada,Si,No,No,1969,Colombia,2.4231643530000002,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0
Banco de Bogotá,Servicios,Privada,No,Si,No,1870,Colombia,0,Porcentaje de mujeres en junta directiva,0.33000000000000002,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,100.00000000,11.764705879999999
Bancolombia,Servicios,Privada,No,Si,Si,1875,Colombia,0,Porcentaje de mujeres en junta directiva,0.28000000000000003,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0.000000000000000,0.000000000000000
Bavaria (Kopps),Manufactura,Privada,No,No,Si,1889,Colombia,8.6157743510000007,Porcentaje de mujeres en junta directiva,0.14000000000000001,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0.0,0.000000000
BEL STAR S.A.,Manufactura,Privada,No,No,Si,2000,Colombia,1.8730507999999999,Porcentaje de mujeres en junta directiva,No informa ,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0
Biomax,Comercio,Privada,No,No,No,2004,Colombia,4.5125503050000004,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
C.I Prodeco,Minero,Privada,No,No,Si,1990,Suiza,0.89502277900000005,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",15.0%,0,0
CARTON DE COLOMBIA S.A. (Smurfit Kappa),Manufactura,Privada,No,No,Si,1944,Colombia,1.7785578609999999,Porcentaje de mujeres en junta directiva,0.42999999999999999,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0.00,0.0000000000000000
Celsia,Servicios,Privada,No,Si,Si,2001,Colombia,6.5475670460000002,Porcentaje de mujeres en junta directiva,0.14280000000000001,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,29.35884670,3.4539819650000001
Cementos Argos,Manufactura,Privada,No,Si,Si,1934,Colombia,1.84479215,Porcentaje de mujeres en junta directiva,0.28570000000000001,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0.000000000000000,0.0000000000000000
Cencosud,Comercio,Privada,Si,Si,Si,1960,Chile,4.2128666020000001,Porcentaje de mujeres en junta directiva,0.33000000000000002,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0.00000000
Cenit,Servicios,Mixta,No,No,No,2012,Colombia,9.9777362400000005,Porcentaje de mujeres en junta directiva,0.20000000000000001,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0.000000000000000,0.000000000000000
Cerrejón,Minero,Privada,No,No,Si,1976,Reino Unido / Suiza,6.0471020830000004,Porcentaje de mujeres en junta directiva,0.33000000000000002,Impacto social ,"Impacto Económico, Social y Comunitario",15.0%,0,0.000000000
Chevron,Comercio,Privada,No,No,Si,1879,Estados Unidos,5.8689859999999996,Porcentaje de mujeres en junta directiva,0.5,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0.000000000000000
CI Eslop,Comercio,Privada,Si,No,No,1997,Colombia,1.9766409730000001,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
Claro,Servicios,Privada,No,No,Si,2003,Brasil,15.6020998,Porcentaje de mujeres en junta directiva,0.18179999999999999,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,24.95178025,2.9355035580000002
Coca Cola- Femsa,Manufactura,Mixta,No,Si,Si,1991,México,5.1614047279999999,Porcentaje de mujeres en junta directiva,No informa ,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0
Colgate,Manufactura,Privada,No,Si,Si,1806,Estados Unidos,2.382092359,Porcentaje de mujeres en junta directiva,0.40000000000000002,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0.0000000000000000
Colombina,Manufactura,Privada,Si,Si,Si,1932,Colombia,2.1928266769999998,Porcentaje de mujeres en junta directiva,0.11,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,9.55,1.0052319550000000
Compañía Nacional de Chocolates,Manufactura,Privada,No,No,No,1920,Colombia,1.9433909700000001,Porcentaje de mujeres en junta directiva,No informa ,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0
CONCESIONARIA VIAL UNIÓN DEL SUR SAS,Construcción,Privada,No,No,No,2015,Colombia,0.76762142099999997,Porcentaje de mujeres en junta directiva,0,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0
Conconcreto,Construcción,Privada,No,Si,Si,1961,Colombia,0.498844856,Porcentaje de mujeres en junta directiva,0.27000000000000002,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0.000000000000000,0.00000000
CONSTRUCCIONES EL CONDOR S.A,Construcción,Privada,No,Si,Si,1979,Colombia,1.189537155,Porcentaje de mujeres en junta directiva,0.28570000000000001,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0.000000000000000,0.00000000
CONSTRUCTORA CAPITAL BOGOTA SAS,Construcción,Privada,Si,No,No,2008,Colombia,1.3132825420000001,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0
CONSTRUCTORA COLPATRIA  SAS,Construcción,Privada,No,No,No,1977,Colombia,0.74612668500000001,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0
Corbeta,Comercio,Privada,Si,No,No,1938,Colombia,11.88773162,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
Cruz Verde,Comercio,Privada,No,No,Si,1984,Chile,5.5116464790000004,Porcentaje de mujeres en junta directiva,0,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
D1,Comercio,Privada,Si,No,No,2009,Colombia,19.439396110000001,Porcentaje de mujeres en junta directiva,0.375,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0.000000000000000
Davivienda,Servicios,Privada,No,Si,No,1972,Colombia,0,Porcentaje de mujeres en junta directiva,No informa ,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
Distracom,Comercio,Privada,Si,No,No,1997,Colombia,3.874476933,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
Drummond,Minero,Privada,Si,No,Si,1935,Estados Unidos,11.49598948,Porcentaje de mujeres en junta directiva,0.16600000000000001,Impacto social ,"Impacto Económico, Social y Comunitario",15.0%,100.000000000000000,15.384615380
Ecopetrol,Minero,Mixta,No,Si,Si,1951,Colombia,113.9233103,Porcentaje de mujeres en junta directiva,0.41999999999999998,Impacto social ,"Impacto Económico, Social y Comunitario",15.0%,0,0.000000000
Emgesa,Servicios,Mixta,No,No,Si,1997,Colombia,15.780332550000001,Porcentaje de mujeres en junta directiva,0.28000000000000003,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,63.795924419999999,7.505402873000000
EPM,Servicios,Pública,No,No,Si,1955,Colombia,20.574477179999999,Porcentaje de mujeres en junta directiva,0.10000000000000001,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,72.687325849999993,8.5514501000000003
ES Windows,Manufactura,Privada,No,No,Si,1985,Estados Unidos,2.6249202149999999,Porcentaje de mujeres en junta directiva,0.28000000000000003,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0
Esenttia,Manufactura,Mixta,No,No,No,1990,Colombia,2.3114637089999999,Porcentaje de mujeres en junta directiva,0.80000000000000004,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0.00000000
Éxito,Comercio,Privada,No,No,Si,1949,Colombia,16.077688649999999,Porcentaje de mujeres en junta directiva,0,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
Falabella,Comercio,Privada,Si,Si,Si,1889,Chile,2.3075606390000001,Porcentaje de mujeres en junta directiva,0.22,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
Frontera Energy,Minero,Privada,No,Si,Si,1985,Canadá,4.2502446559999996,Porcentaje de mujeres en junta directiva,0.16,Impacto social ,"Impacto Económico, Social y Comunitario",15.0%,0.000000000000000,0.000000000
Gases del Caribe,Servicios,Privada,No,Si,No,1966,Colombia,2.6355685659999999,Porcentaje de mujeres en junta directiva,0.33000000000000002,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0.00000000,0.000000000000000
GEB,Servicios,Mixta,No,Si,Si,1896,Colombia,3.7166394839999999,Porcentaje de mujeres en junta directiva,0.44,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0.000000000000000,0.00000000
General Motors,Manufactura,Pública,No,Si,Si,1908,Estados Unidos,1.2123628230000001,Porcentaje de mujeres en junta directiva,0.45000000000000001,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0.00,0.0000000000000000
Geopark,Minero,Privada,No,Si,Si,2002,Chile,2.4203671080000002,Porcentaje de mujeres en junta directiva,0.22,Impacto social ,"Impacto Económico, Social y Comunitario",15.0%,0.000000000000000,0.000000000
Gran Tierra Energy,Minero,Privada,No,Si,Si,2003,Canadá,1.3219259999999999,Porcentaje de mujeres en junta directiva,0.22,Impacto social ,"Impacto Económico, Social y Comunitario",15.0%,0.000000000000000,0.000000000
Grupo Bios,Agropecuario,Privada,No,No,No,1985,Colombia,0.441609957,Porcentaje de mujeres en junta directiva,0.16,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0.00000000
Grupo Diana,Manufactura,Privada,Si,No,No,1964,Colombia,2.4859553989999998,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0
Haceb,Manufactura,Privada,Si,No,No,1940,Colombia,1.340540112,Porcentaje de mujeres en junta directiva,0.20000000000000001,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0.0000000000000000
Hocol,Minero,Privada,No,No,No,1956,Colombia,2.660692144,Porcentaje de mujeres en junta directiva,0.59999999999999998,Impacto social ,"Impacto Económico, Social y Comunitario",15.0%,0,0.00000000
INCUBADORA SANTANDER S.A. (Huevos Kikes),Agropecuario,Privada,Si,No,No,1962,Colombia,0.89448844999999999,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0
ISA,Servicios,Mixta,No,Si,Si,1967,Colombia,4.1309855679999998,Porcentaje de mujeres en junta directiva,0.22,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0.000000000000000,0.00000000
Isagen,Servicios,Mixta,No,No,No,1995,Colombia,6.1355991599999999,Porcentaje de mujeres en junta directiva,0,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
ISMOCOL SA,Construcción,Privada,No,No,Si,1989,Colombia,0.75167738299999998,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0
Italcol,Manufactura,Privada,Si,No,No,1970,Colombia,3.1891452720000002,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0
LATAM,Servicios,Privada,No,Si,Si,1929,Chile,2.3283445380000001,Porcentaje de mujeres en junta directiva,0.11,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0.000000000000000,0.0000000000000000
MARVAL S.A.S.,Construcción,Privada,Si,No,No,1976,Colombia,0.98534294499999997,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",14.0%,0,0
Mazda,Comercio,Privada,No,Si,Si,1920,Japón,1.8691417530000001,Porcentaje de mujeres en junta directiva,0.14000000000000001,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0.0000000000000000
Mercado Libre,Servicios,Privada,No,Si,Si,2009,Argentina,1.8581853669999999,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
Nestle,Manufactura,Mixta,No,Si,Si,1866,Suiza,2.0444698099999998,Porcentaje de mujeres en junta directiva,No informa ,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0
Oleoducto Central (Ocensa),Servicios,Mixta,No,No,No,1994,Colombia,5.9751610780000002,Porcentaje de mujeres en junta directiva,0,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
Olímpica,Comercio,Privada,Si,No,No,1953,Colombia,7.1291921260000004,Porcentaje de mujeres en junta directiva,No informa ,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
Pepsico,Manufactura,Pública,No,Si,Si,1965,Estados Unidos,2.0973851419999998,Porcentaje de mujeres en junta directiva,No informa ,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0
Petromil,Comercio,Privada,Si,No,No,1989,Colombia,3.0305383369999999,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",12.0%,0,0
POLLOS EL BUCANERO S.A. (Cargill),Manufactura,Privada,No,No,Si,1986,Colombia,2.2734296359999999,Porcentaje de mujeres en junta directiva,No informa,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,0,0
Postobón,Manufactura,Privada,No,No,No,1904,Colombia,2.8467005310000002,Porcentaje de mujeres en junta directiva,0.25,Impacto social ,"Impacto Económico, Social y Comunitario",11.0%,100.00,10.5263157900000000
