Razón social,Macrosector,"Tipo de propiedad (Privada, Pública, Mixta)",¿Es empresa familiar? Si/No,¿Cotiza en bolsa? Si/No,¿Multinacional? Si/No,Año de fundación,País de base principal (nacionalidad),Ingresos operacionales,Variable,Valor,Bloque,Nombre Pilar,Ponderación Materialidad,Valoración,valoracionPonderada
Geopark,Minero,Privada,No,Si,Si,2002,Chile,2.4203671080000002,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",15%,0,0
Gran Tierra Energy,Minero,Privada,No,Si,Si,2003,Canadá,1.3219259999999999,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",15%,0,0
Grupo Bios,Agropecuario,Privada,No,No,No,1985,Colombia,0.441609957,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",14%,0,0
Grupo Diana,Manufactura,Privada,Si,No,No,1964,Colombia,2.4859553989999998,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
Haceb,Manufactura,Privada,Si,No,No,1940,Colombia,1.340540112,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
Hocol,Minero,Privada,No,No,No,1956,Colombia,2.660692144,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",15%,0,0
INCUBADORA SANTANDER S.A. (Huevos Kikes),Agropecuario,Privada,Si,No,No,1962,Colombia,0.89448844999999999,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",14%,0,0
ISA,Servicios,Mixta,No,Si,Si,1967,Colombia,4.1309855679999998,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Isagen,Servicios,Mixta,No,No,No,1995,Colombia,6.1355991599999999,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
ISMOCOL SA,Construcción,Privada,No,No,Si,1989,Colombia,0.75167738299999998,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",14%,0,0
Italcol,Manufactura,Privada,Si,No,No,1970,Colombia,3.1891452720000002,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
LATAM,Servicios,Privada,No,Si,Si,1929,Chile,2.3283445380000001,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
MARVAL S.A.S.,Construcción,Privada,Si,No,No,1976,Colombia,0.98534294499999997,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",14%,0,0
Mazda,Comercio,Privada,No,Si,Si,1920,Japón,1.8691417530000001,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Mercado Libre,Servicios,Privada,No,Si,Si,2009,Argentina,1.8581853669999999,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Nestle,Manufactura,Mixta,No,Si,Si,1866,Suiza,2.0444698099999998,Porcentaje de salarios y beneficios sobre VED,0,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
Oleoducto Central (Ocensa),Servicios,Mixta,No,No,No,1994,Colombia,5.9751610780000002,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Olímpica,Comercio,Privada,Si,No,No,1953,Colombia,7.1291921260000004,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Pepsico,Manufactura,Pública,No,Si,Si,1965,Estados Unidos,2.0973851419999998,Porcentaje de salarios y beneficios sobre VED,0,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
Petromil,Comercio,Privada,Si,No,No,1989,Colombia,3.0305383369999999,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
POLLOS EL BUCANERO S.A. (Cargill),Manufactura,Privada,No,No,Si,1986,Colombia,2.2734296359999999,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
Postobón,Manufactura,Privada,No,No,No,1904,Colombia,2.8467005310000002,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
Pricesmart,Comercio,Privada,No,Si,Si,1993,Estados Unidos,2.3607916150000001,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Primax,Comercio,Privada,No,No,Si,2005,Perú,10.52111942,Porcentaje de salarios y beneficios sobre VED,7.0763358780000001,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,100,11.764705879999999
Productos Familia (Essity),Manufactura,Privada,No,No,Si,1958,Colombia,2.0172595470000001,Porcentaje de salarios y beneficios sobre VED,0,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
Promigas,Servicios,Privada,No,Si,No,1974,Colombia,2.2729038500000001,Porcentaje de salarios y beneficios sobre VED,0.053923657,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,24.980856020000001,2.9389242379999998
Rappi,Servicios,Privada,No,No,Si,2015,Colombia,0.70314701400000001,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Reficar,Manufactura,Mixta,No,No,No,1956,Colombia,25.860914510000001,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
Renault,Manufactura,Mixta,No,Si,Si,1898,Francia,2.4260392159999999,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
Riopaila Castilla,Manufactura,Privada,No,Si,No,1998,Colombia,1.697301486,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
Samsung,Comercio,Privada,Si,Si,Si,1969,Corea del Sur,3.188315636,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
SierraCol Energy,Minero,Privada,No,No,Si,2020,Islas Caimán / EE.UU,1.943851598,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",15%,0,0
Sodimac (Homecenter),Comercio,Privada,No,No,Si,1952,Chile,5.9910971069999999,Porcentaje de salarios y beneficios sobre VED,0.066532441999999997,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0.71640917299999995,0.084283432000000005
Sucafina,Comercio,Privada,Si,No,Si,1977,Suiza,2.002301595,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Sunshine Bouquet,Agropecuario,Privada,Si,No,Si,1971,Estados Unidos,2.1567474139999998,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",14%,0,0
Suramerica Comercial (Dollar City),Comercio,Privada,No,No,Si,2009,El Salvador,2.8694480090000001,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Tecnoquimicas,Comercio,Privada,Si,No,No,1934,Colombia,3.134365769,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Telefónica,Servicios,Mixta,No,Si,Si,1924,España,6.6721791020000003,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Teleperformance,Servicios,Privada,No,Si,Si,1910,Francia,2.655177809,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Terpel,Comercio,Privada,No,Si,Si,1968,Colombia,24.752011679999999,Porcentaje de salarios y beneficios sobre VED,0.015951198999999999,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Tigo,Servicios,Mixta,No,Si,Si,1979,Suecia,2.956157691,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Toyota,Comercio,Privada,No,Si,Si,1937,Japón,4.02823039,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Trafigura (Petroleum),Comercio,Privada,No,No,Si,1993,Suiza,4.8704234599999996,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Uniban,Comercio,Privada,No,No,No,1966,Colombia,2.0461661379999998,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Unilever,Comercio,Privada,No,Si,Si,1929,Reino Unido y Países Bajos,1.928223518,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Vanti,Servicios,Privada,No,No,No,1987,Colombia,0,Porcentaje de salarios y beneficios sobre VED,0.027087516999999998,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",12%,0,0
Verano energy,Minero,Privada,No,No,Si,2016,Canadá,5.4833186859999996,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",15%,0,0
Yamaha,Manufactura,Privada,No,Si,Si,1955,Japón,1.8313776939999999,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
YARA COLOMBIA S.A.,Manufactura,Privada,No,No,Si,1993,Noruega,1.7653399919999999,Porcentaje de salarios y beneficios sobre VED,No informa,Impacto económico y gobernanza,"Impacto Económico, Social y Comunitario",11%,0,0
Aliar,Agropecuario,Privada,No,No,No,2007,Colombia,0.97802211500000003,Porcentaje mujeres en organización ,0.25900000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,100,14.28571429
Alimentos Carnicos (Grupo Nutresa),Manufactura,Privada,No,Si,Si,1920,Colombia,2.844632077,Porcentaje mujeres en organización ,0.35999999999999999,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,50.704225350000002,8.0059303190000008
Alpina,Manufactura,Privada,No,No,Si,1945,Colombia,2.1764613960000001,Porcentaje mujeres en organización ,0.27000000000000002,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,38.028169009999999,6.0044477389999997
Amarilo,Construcción,Privada,Si,No,No,1993,Colombia,2.1863011939999999,Porcentaje mujeres en organización ,0.38,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,72.380952379999997,10.34013605
ARA,Comercio,Privada,No,No,Si,2012,Colombia,13.83118268,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
ARQUITECTURA Y CONCRETO,Construcción,Privada,Si,No,No,1990,Colombia,0.77142869199999997,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,0,0
AUTOPISTA RIO MAGDALENA SAS,Construcción,Privada,No,No,No,2014,Colombia,1.314259836,Porcentaje mujeres en organización ,0.078,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,14.85714286,2.1224489800000002
Avianca,Servicios,Privada,No,No,Si,1919,Colombia,15.10604245,Porcentaje mujeres en organización ,0.40000000000000002,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.2202562539999999,0.35889889800000002
AVICOLA EL MADROÑO SA,Agropecuario,Privada,No,No,No,1987,Colombia,0.711210393,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,0,0
AVSA,Agropecuario,Privada,Si,No,No,1969,Colombia,2.4231643530000002,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,0,0
Banco de Bogotá,Servicios,Privada,No,Si,No,1870,Colombia,0,Porcentaje mujeres en organización ,0.59999999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.830384381,0.538348347
Bancolombia,Servicios,Privada,No,Si,Si,1875,Colombia,0,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,0,0
Bavaria (Kopps),Manufactura,Privada,No,No,Si,1889,Colombia,8.6157743510000007,Porcentaje mujeres en organización ,0.23799999999999999,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,33.521126760000001,5.2928094889999997
BEL STAR S.A.,Manufactura,Privada,No,No,Si,2000,Colombia,1.8730507999999999,Porcentaje mujeres en organización ,0.70999999999999996,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,100,15.78947368
Biomax,Comercio,Privada,No,No,No,2004,Colombia,4.5125503050000004,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
C.I Prodeco,Minero,Privada,No,No,Si,1990,Suiza,0.89502277900000005,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",12%,0,0
CARTON DE COLOMBIA S.A. (Smurfit Kappa),Manufactura,Privada,No,No,Si,1944,Colombia,1.7785578609999999,Porcentaje mujeres en organización ,0.20699999999999999,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,29.154929580000001,4.603409933
Celsia,Servicios,Privada,No,Si,Si,2001,Colombia,6.5475670460000002,Porcentaje mujeres en organización ,32.780000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,100,29.41176471
Cementos Argos,Manufactura,Privada,No,Si,Si,1934,Colombia,1.84479215,Porcentaje mujeres en organización ,0.17000000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,23.943661970000001,3.7805782059999999
Cencosud,Comercio,Privada,Si,Si,Si,1960,Chile,4.2128666020000001,Porcentaje mujeres en organización ,0.47999999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,66.666666669999998,15.686274510000001
Cenit,Servicios,Mixta,No,No,No,2012,Colombia,9.9777362400000005,Porcentaje mujeres en organización ,0.22,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,0.67114094000000002,0.197394394
Cerrejón,Minero,Privada,No,No,Si,1976,Reino Unido / Suiza,6.0471020830000004,Porcentaje mujeres en organización ,0.13,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",12%,29.545454549999999,3.4090909090000001
Chevron,Comercio,Privada,No,No,Si,1879,Estados Unidos,5.8689859999999996,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
CI Eslop,Comercio,Privada,Si,No,No,1997,Colombia,1.9766409730000001,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
Claro,Servicios,Privada,No,No,Si,2003,Brasil,15.6020998,Porcentaje mujeres en organización ,0.41999999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.281269067,0.37684384300000001
Coca Cola- Femsa,Manufactura,Mixta,No,Si,Si,1991,México,5.1614047279999999,Porcentaje mujeres en organización ,0.16300000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,22.957746480000001,3.624907339
Colgate,Manufactura,Privada,No,Si,Si,1806,Estados Unidos,2.382092359,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,0,0
Colombina,Manufactura,Privada,Si,Si,Si,1932,Colombia,2.1928266769999998,Porcentaje mujeres en organización ,0.38700000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,54.507042249999998,8.6063750930000005
Compañía Nacional de Chocolates,Manufactura,Privada,No,No,No,1920,Colombia,1.9433909700000001,Porcentaje mujeres en organización ,0.38800000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,54.647887320000002,8.6286137879999991
CONCESIONARIA VIAL UNIÓN DEL SUR SAS,Construcción,Privada,No,No,No,2015,Colombia,0.76762142099999997,Porcentaje mujeres en organización ,0.34999999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,66.666666669999998,9.5238095240000007
Conconcreto,Construcción,Privada,No,Si,Si,1961,Colombia,0.498844856,Porcentaje mujeres en organización ,0.215,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,40.952380949999998,5.8503401359999998
CONSTRUCCIONES EL CONDOR S.A,Construcción,Privada,No,Si,Si,1979,Colombia,1.189537155,Porcentaje mujeres en organización ,0.095000000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,18.0952381,2.5850340140000001
CONSTRUCTORA CAPITAL BOGOTA SAS,Construcción,Privada,Si,No,No,2008,Colombia,1.3132825420000001,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,0,0
CONSTRUCTORA COLPATRIA  SAS,Construcción,Privada,No,No,No,1977,Colombia,0.74612668500000001,Porcentaje mujeres en organización ,0.52500000000000002,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,100,14.28571429
Corbeta,Comercio,Privada,Si,No,No,1938,Colombia,11.88773162,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
Cruz Verde,Comercio,Privada,No,No,Si,1984,Chile,5.5116464790000004,Porcentaje mujeres en organización ,0.71999999999999997,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,100,23.529411759999999
D1,Comercio,Privada,Si,No,No,2009,Colombia,19.439396110000001,Porcentaje mujeres en organización ,0.54300000000000004,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,75.416666669999998,17.745098039999998
Davivienda,Servicios,Privada,No,Si,No,1972,Colombia,0,Porcentaje mujeres en organización ,0.60999999999999999,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.860890787,0.54732082000000004
Distracom,Comercio,Privada,Si,No,No,1997,Colombia,3.874476933,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
Drummond,Minero,Privada,Si,No,Si,1935,Estados Unidos,11.49598948,Porcentaje mujeres en organización ,0.047699999999999999,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",12%,10.84090909,1.250874126
Ecopetrol,Minero,Mixta,No,Si,Si,1951,Colombia,113.9233103,Porcentaje mujeres en organización ,0.26000000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",12%,59.090909089999997,6.8181818180000002
Emgesa,Servicios,Mixta,No,No,Si,1997,Colombia,15.780332550000001,Porcentaje mujeres en organización ,0.35099999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.070774863,0.31493378300000002
EPM,Servicios,Pública,No,No,Si,1955,Colombia,20.574477179999999,Porcentaje mujeres en organización ,0.28999999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,0.88468578399999998,0.26020170100000001
ES Windows,Manufactura,Privada,No,No,Si,1985,Estados Unidos,2.6249202149999999,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,0,0
Esenttia,Manufactura,Mixta,No,No,No,1990,Colombia,2.3114637089999999,Porcentaje mujeres en organización ,0.30780000000000002,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,43.352112679999998,6.8450704230000001
Éxito,Comercio,Privada,No,No,Si,1949,Colombia,16.077688649999999,Porcentaje mujeres en organización ,0.51200000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,71.111111109999996,16.732026139999999
Falabella,Comercio,Privada,Si,Si,Si,1889,Chile,2.3075606390000001,Porcentaje mujeres en organización ,0.64000000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,88.888888890000004,20.915032679999999
Frontera Energy,Minero,Privada,No,Si,Si,1985,Canadá,4.2502446559999996,Porcentaje mujeres en organización ,0.44,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",12%,100,11.53846154
Gases del Caribe,Servicios,Privada,No,Si,No,1966,Colombia,2.6355685659999999,Porcentaje mujeres en organización ,0.47999999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.4643075050000001,0.43067867799999998
GEB,Servicios,Mixta,No,Si,Si,1896,Colombia,3.7166394839999999,Porcentaje mujeres en organización ,0.29299999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,0.89383770600000001,0.262893443
General Motors,Manufactura,Pública,No,Si,Si,1908,Estados Unidos,1.2123628230000001,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,0,0
Geopark,Minero,Privada,No,Si,Si,2002,Chile,2.4203671080000002,Porcentaje mujeres en organización ,0.40000000000000002,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",12%,90.909090910000003,10.489510490000001
Gran Tierra Energy,Minero,Privada,No,Si,Si,2003,Canadá,1.3219259999999999,Porcentaje mujeres en organización ,0.38,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",12%,86.363636360000001,9.9650349649999992
Grupo Bios,Agropecuario,Privada,No,No,No,1985,Colombia,0.441609957,Porcentaje mujeres en organización ,0.217,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,83.783783779999993,11.96911197
Grupo Diana,Manufactura,Privada,Si,No,No,1964,Colombia,2.4859553989999998,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,0,0
Haceb,Manufactura,Privada,Si,No,No,1940,Colombia,1.340540112,Porcentaje mujeres en organización ,0.26000000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,36.619718310000003,5.7820607859999997
Hocol,Minero,Privada,No,No,No,1956,Colombia,2.660692144,Porcentaje mujeres en organización ,0.17000000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",12%,38.636363639999999,4.4580419579999999
INCUBADORA SANTANDER S.A. (Huevos Kikes),Agropecuario,Privada,Si,No,No,1962,Colombia,0.89448844999999999,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,0,0
ISA,Servicios,Mixta,No,Si,Si,1967,Colombia,4.1309855679999998,Porcentaje mujeres en organización ,0.28000000000000003,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,0.85417937799999999,0.251229229
Isagen,Servicios,Mixta,No,No,No,1995,Colombia,6.1355991599999999,Porcentaje mujeres en organización ,0.31,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,0.94569859700000003,0.278146646
ISMOCOL SA,Construcción,Privada,No,No,Si,1989,Colombia,0.75167738299999998,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,0,0
Italcol,Manufactura,Privada,Si,No,No,1970,Colombia,3.1891452720000002,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,0,0
LATAM,Servicios,Privada,No,Si,Si,1929,Chile,2.3283445380000001,Porcentaje mujeres en organización ,0.45000000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.372788286,0.40376126000000001
MARVAL S.A.S.,Construcción,Privada,Si,No,No,1976,Colombia,0.98534294499999997,Porcentaje mujeres en organización ,0.42999999999999999,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,81.904761899999997,11.700680269999999
Mazda,Comercio,Privada,No,Si,Si,1920,Japón,1.8691417530000001,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
Mercado Libre,Servicios,Privada,No,Si,Si,2009,Argentina,1.8581853669999999,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,0,0
Nestle,Manufactura,Mixta,No,Si,Si,1866,Suiza,2.0444698099999998,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,0,0
Oleoducto Central (Ocensa),Servicios,Mixta,No,No,No,1994,Colombia,5.9751610780000002,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,0,0
Olímpica,Comercio,Privada,Si,No,No,1953,Colombia,7.1291921260000004,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
Pepsico,Manufactura,Pública,No,Si,Si,1965,Estados Unidos,2.0973851419999998,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,0,0
Petromil,Comercio,Privada,Si,No,No,1989,Colombia,3.0305383369999999,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
POLLOS EL BUCANERO S.A. (Cargill),Manufactura,Privada,No,No,Si,1986,Colombia,2.2734296359999999,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,0,0
Postobón,Manufactura,Privada,No,No,No,1904,Colombia,2.8467005310000002,Porcentaje mujeres en organización ,0.25,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,35.21126761,5.5596738319999996
Pricesmart,Comercio,Privada,No,Si,Si,1993,Estados Unidos,2.3607916150000001,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
Primax,Comercio,Privada,No,No,Si,2005,Perú,10.52111942,Porcentaje mujeres en organización ,0.34000000000000002,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,47.222222219999999,11.11111111
Productos Familia (Essity),Manufactura,Privada,No,No,Si,1958,Colombia,2.0172595470000001,Porcentaje mujeres en organización ,0.32000000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,45.070422540000003,7.1163825059999999
Promigas,Servicios,Privada,No,Si,No,1974,Colombia,2.2729038500000001,Porcentaje mujeres en organización ,0.37,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.1287370350000001,0.33198148100000002
Rappi,Servicios,Privada,No,No,Si,2015,Colombia,0.70314701400000001,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,0,0
Reficar,Manufactura,Mixta,No,No,No,1956,Colombia,25.860914510000001,Porcentaje mujeres en organización ,0.56000000000000005,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,78.873239440000006,12.453669379999999
Renault,Manufactura,Mixta,No,Si,Si,1898,Francia,2.4260392159999999,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,0,0
Riopaila Castilla,Manufactura,Privada,No,Si,No,1998,Colombia,1.697301486,Porcentaje mujeres en organización ,0.070000000000000007,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,9.8591549300000008,1.5567086729999999
